timestamp,USD,ETH,wBTC,wETH,DAI
1598745600,1665788870,4148913.748,4782.458509,168674.826,10003536.5
1598659200,1548922018,3902058.239,4947.892132,152328.8956,14754478.49
1598572800,1452058078,3777859.502,4210.848176,212598.0478,17123971.89
1598486400,1484185918,3819315.28,4375.250893,211703.168,17465391.85
1598400000,1420219574,3678562.925,5550.460154,211728.3247,15149345.83
1598313600,1388563911,3397181.365,5593.221699,192057.5785,4473126.885
1598227200,1337140848,3415255.537,5318.738028,181155.2247,20271498.55
1598140800,1382364225,3495762.252,5056.254725,166710.653,22810379.97
1598054400,1309290148,3371852.042,6002.48021,180549.5495,30671586.89
1597968000,1288105158,3096257.771,5196.621275,166986.5137,29060698.87
1597881600,1221647784,2997540.876,3575.166225,154515.6228,27894504.28
1597795200,1136310422,2678019.424,4745.462722,142809.753,25552363.11
1597708800,1173150209,2721989.394,5921.683788,151577.234,25596803.48
1597622400,1095356278,2558108.031,1466.531508,153095.8975,25211301.16
1597536000,1028348587,2383747.304,3110.286655,154632.1451,25164817.16
1597449600,962059248,2208634.836,3625.811222,146514.9203,23677115.39
1597363200,539224415,1279906.041,2434.340524,135940.7625,1957532.126
1597276800,541395297,1396824.73,2803.38011,98225.05025,5329297.73
1597190400,535725423,1411363.673,2779.912998,93808.65049,5953097.784
1597104000,548316502,1387510.76,2810.643988,132670.7227,3264458.14
1597017600,594970029,1526268.609,3616.194328,128893.5599,5262005.801
1596931200,572636268,1454609.871,3637.062934,122485.5631,3859582.857
1596844800,530389320,1398189.803,3579.992233,118868.2109,4145800.548
1596758400,513562131,1305013.928,2506.445796,96319.2386,3298308.694
1596672000,484209858,1213072.096,2507.442982,94870.80859,4070822.636
1596585600,491019178,1262682.074,2525.90199,94855.7252,4741011.133
1596499200,480146005,1242067.426,2475.10822,92901.66873,6066464.418
1596412800,535915555,1442261.572,2832.265326,91326.58042,4607616.363
1596326400,502780348,1299744.973,2834.568467,90316.35209,3059323.369
1596240000,495521321,1430199.789,2833.687617,88377.81778,2521784.257
1596153600,465081901,1390171.577,2864.475444,87045.75279,1291238.131
1596067200,418713852,1314436.829,2819.484224,80997.79666,1135594.071
1595980800,392192859,1240684.758,2778.759908,80678.36665,1019787.282
1595894400,378434505,1180762.886,2920.019282,78560.42133,2171803.823
1595808000,474049629,1529241.682,5433.893166,75375.99578,4401287.746
1595721600,621178149,2058312.565,5483.999848,73231.72969,20794156.76
1595635200,565240288,2032434.245,5829.061374,70496.40826,1502433.574
1595548800,584936590,2131460.081,5625.21588,68123.52294,1955076.431
1595462400,525800149,2002209.166,4006.458089,57278.93684,783901.9667
1595376000,483132216,1973256.886,2723.613052,57930.01733,3692209.713
1595289600,436208813,1843655.169,2657.643382,56024.54358,4948649.182
1595203200,363101879,1525061.443,2541.613723,52052.30165,2403294.75
1595116800,251396702,1064158.068,2013.090617,41019.47806,512373.7816
1595030400,243457348,1050245.235,1732.200087,39804.45528,667747.6453
1594944000,226587304,965392.6292,1734.584989,41331.6429,707587.8017
1594857600,217961484,913118.9108,1720.23453,40066.94622,715447.3334
1594771200,207111403,861815.0924,1889.167259,41992.0563,498282.6581
